biotype,symbol,cytoband/0,name,gene_id,is_cancer_gene_census,cytoband/1,cytoband/2
protein_coding,RASSF8,12p12.1,Ras association (RalGDS/AF-6) domain family (N-terminal) member 8,ENSG00000123094,,,
protein_coding,ITGA1,5q11.2,"integrin, alpha 1",ENSG00000213949,,,
protein_coding,ZNF667,19q13.43,zinc finger protein 667,ENSG00000198046,,,
protein_coding,KLHL40,3p22.1,kelch-like family member 40,ENSG00000157119,,,
protein_coding,LHFPL5,6p21.31,lipoma HMGIC fusion partner-like 5,ENSG00000197753,,,
protein_coding,PLA2G4F,15q15.1,"phospholipase A2, group IVF",ENSG00000168907,,,
protein_coding,CSAD,12q13.13,cysteine sulfinic acid decarboxylase,ENSG00000139631,,,
protein_coding,SLC34A2,4p15.2,"solute carrier family 34 (type II sodium/phosphate cotransporter), member 2",ENSG00000157765,true,,
protein_coding,ESCO1,18q11.2,establishment of sister chromatid cohesion N-acetyltransferase 1,ENSG00000141446,,,
protein_coding,RRP36,6p21.1,ribosomal RNA processing 36 homolog (S. cerevisiae),ENSG00000124541,,,
snRNA,RNU6-104P,8p11.1,RNU6-104P,ENSG00000238509,,,
protein_coding,FAM109B,22q13.2,"family with sequence similarity 109, member B",ENSG00000177096,,,
protein_coding,PNRC2,1p36.11,proline-rich nuclear receptor coactivator 2,ENSG00000189266,,,
protein_coding,C19orf80,19p13.2,chromosome 19 open reading frame 80,ENSG00000130173,,,
protein_coding,SMYD4,17p13.3,SET and MYND domain containing 4,ENSG00000186532,,,
transcribed_unprocessed_pseudogene,STAG3L2,7q11.23,stromal antigen 3-like 2 (pseudogene),ENSG00000277072,,,
protein_coding,ALG8,11q14.1,"ALG8, alpha-1,3-glucosyltransferase",ENSG00000159063,,,
protein_coding,LRIT2,10q23.1,"leucine-rich repeat, immunoglobulin-like and transmembrane domains 2",ENSG00000204033,,,
protein_coding,C1orf123,1p32.3,chromosome 1 open reading frame 123,ENSG00000162384,,,
protein_coding,KCNN4,19q13.31,"potassium channel, calcium activated intermediate/small conductance subfamily N alpha, member 4",ENSG00000104783,,,
protein_coding,ERCC6,10q11.23,excision repair cross-complementation group 6,ENSG00000225830,,,
protein_coding,NCK2,2q12.2,NCK adaptor protein 2,ENSG00000071051,,,
protein_coding,KLRC4,12p13.2,"killer cell lectin-like receptor subfamily C, member 4",ENSG00000183542,,,
protein_coding,COL25A1,4q25,"collagen, type XXV, alpha 1",ENSG00000188517,,,
transcribed_unprocessed_pseudogene,POM121L1P,22q11.22,"POM121 transmembrane nucleoporin-like 1, pseudogene",ENSG00000183169,,,
protein_coding,AGAP1,2q37.2,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1",ENSG00000157985,,,
protein_coding,PRPH2,6p21.1,"peripherin 2 (retinal degeneration, slow)",ENSG00000112619,,,
protein_coding,BSDC1,1p35.1,BSD domain containing 1,ENSG00000160058,,,
protein_coding,MRPS35,12p11.22,mitochondrial ribosomal protein S35,ENSG00000061794,,,
processed_transcript,SHANK3,22q13.33,SH3 and multiple ankyrin repeat domains 3,ENSG00000251322,,,
protein_coding,CDH1,16q22.1,"cadherin 1, type 1, E-cadherin (epithelial)",ENSG00000039068,true,,
protein_coding,SLC15A3,11q12.2,"solute carrier family 15 (oligopeptide transporter), member 3",ENSG00000110446,,,
lincRNA,LINC00083,1q25.2,long intergenic non-protein coding RNA 83,ENSG00000188585,,,
protein_coding,HOXD13,2q31.1,homeobox D13,ENSG00000128714,true,,
protein_coding,GPR137B,1q42.3,G protein-coupled receptor 137B,ENSG00000077585,,,
protein_coding,PIGV,1p36.11,"phosphatidylinositol glycan anchor biosynthesis, class V",ENSG00000060642,,,
protein_coding,WDR82,3p21.2,WD repeat domain 82,ENSG00000164091,,,
processed_transcript,CTD-2410N18.4,5q31.1,CTD-2410N18.4,ENSG00000273345,,,
IG_D_gene,IGHD6-6,14q32.33,immunoglobulin heavy diversity 6-6,ENSG00000228131,,,
protein_coding,PHKB,16q12.1,"phosphorylase kinase, beta",ENSG00000102893,,,
protein_coding,KCNK16,6p21.2,"potassium channel, two pore domain subfamily K, member 16",ENSG00000095981,,,
protein_coding,WDR54,2p13.1,WD repeat domain 54,ENSG00000005448,,,
protein_coding,FAM50A,Xq28,"family with sequence similarity 50, member A",ENSG00000071859,,,
protein_coding,IKBKG,Xq28,"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma",ENSG00000269335,,,
antisense,LINC00535,8q22.1,long intergenic non-protein coding RNA 535,ENSG00000246662,,,
snoRNA,SNORD114-17,14q32.31,"small nucleolar RNA, C/D box 114-17",ENSG00000201569,,,
protein_coding,NOC2L,1p36.33,nucleolar complex associated 2 homolog (S. cerevisiae),ENSG00000188976,,,
protein_coding,FSTL5,4q32.2,follistatin-like 5,ENSG00000168843,,,
protein_coding,SLC5A5,19p13.11,"solute carrier family 5 (sodium/iodide cotransporter), member 5",ENSG00000105641,,,
protein_coding,OR8H1,11q12.1,"olfactory receptor, family 8, subfamily H, member 1",ENSG00000181693,,,
protein_coding,C2orf57,2q37.1,chromosome 2 open reading frame 57,ENSG00000177673,,,
protein_coding,MAF1,8q24.3,MAF1 homolog (S. cerevisiae),ENSG00000179632,,,
protein_coding,CACNG4,17q24.2,"calcium channel, voltage-dependent, gamma subunit 4",ENSG00000075461,,,
protein_coding,GSTA3,6p12.2,glutathione S-transferase alpha 3,ENSG00000174156,,,
protein_coding,SNRPN,15q11.2,small nuclear ribonucleoprotein polypeptide N,ENSG00000128739,,,
protein_coding,PHLDA3,1q32.1,"pleckstrin homology-like domain, family A, member 3",ENSG00000174307,,,
protein_coding,GPRIN3,4q22.1,GPRIN family member 3,ENSG00000185477,,,
protein_coding,FAM49B,8q24.21,"family with sequence similarity 49, member B",ENSG00000153310,,,
protein_coding,C1orf109,1p34.3,chromosome 1 open reading frame 109,ENSG00000116922,,,
protein_coding,SI,3q26.1,sucrase-isomaltase (alpha-glucosidase),ENSG00000090402,,,
protein_coding,MEOX1,17q21.31,mesenchyme homeobox 1,ENSG00000005102,,,
protein_coding,PNO1,2p14,partner of NOB1 homolog (S. cerevisiae),ENSG00000115946,,,
protein_coding,SPRR3,1q21.3,small proline-rich protein 3,ENSG00000163209,,,
protein_coding,DNAL1,14q24.3,"dynein, axonemal, light chain 1",ENSG00000119661,,,
protein_coding,ANXA9,1q21.3,annexin A9,ENSG00000143412,,,
protein_coding,CTDSP2,12q14.1,"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2",ENSG00000175215,,,
protein_coding,STMN1,1p36.11,stathmin 1,ENSG00000117632,,,
protein_coding,EXOC3L1,16q22.1,exocyst complex component 3-like 1,ENSG00000179044,,,
protein_coding,IFT57,3q13.12,intraflagellar transport 57,ENSG00000114446,,3q13.13,
protein_coding,REEP6,19p13.3,receptor accessory protein 6,ENSG00000115255,,,
protein_coding,AK2,1p35.1,adenylate kinase 2,ENSG00000004455,,,
protein_coding,IFRD2,3p21.31,interferon-related developmental regulator 2,ENSG00000214706,,,
protein_coding,LSM4,19p13.11,"LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae)",ENSG00000130520,,,
protein_coding,NUP153,6p22.3,nucleoporin 153kDa,ENSG00000124789,,,
protein_coding,IQCF5,3p21.2,IQ motif containing F5,ENSG00000214681,,,
protein_coding,RSPH10B2,7p22.1,radial spoke head 10 homolog B2 (Chlamydomonas),ENSG00000169402,,,
protein_coding,TMEM30A,6q14.1,transmembrane protein 30A,ENSG00000112697,,,
protein_coding,SSTR1,14q21.1,somatostatin receptor 1,ENSG00000139874,,,
protein_coding,SPATA31A1,9p12,"SPATA31 subfamily A, member 1",ENSG00000204849,,,
protein_coding,EFHC1,6p12.2,EF-hand domain (C-terminal) containing 1,ENSG00000096093,,,
protein_coding,L1CAM,Xq28,L1 cell adhesion molecule,ENSG00000198910,,,
protein_coding,KHDC1,6q13,KH homology domain containing 1,ENSG00000135314,,,
TR_V_gene,TRBV5-7,7q34,T cell receptor beta variable 5-7 (non-functional),ENSG00000211731,,,
protein_coding,TMIGD2,19p13.3,transmembrane and immunoglobulin domain containing 2,ENSG00000167664,,,
protein_coding,PGBD3,10q11.23,piggyBac transposable element derived 3,ENSG00000243251,,,
protein_coding,WDR92,2p14,WD repeat domain 92,ENSG00000243667,,,
antisense,DOCK9-AS2,13q32.3,DOCK9 antisense RNA 2 (head to head),ENSG00000260992,,,
miRNA,MIR1303,5q33.2,microRNA 1303,ENSG00000221552,,,
protein_coding,CENPM,22q13.2,centromere protein M,ENSG00000100162,,,
protein_coding,IQGAP3,1q22,IQ motif containing GTPase activating protein 3,ENSG00000183856,,,
protein_coding,CEBPD,8q11.21,"CCAAT/enhancer binding protein (C/EBP), delta",ENSG00000221869,,,
protein_coding,MRPL38,17q25.1,mitochondrial ribosomal protein L38,ENSG00000204316,,,
protein_coding,FP325331.1,22q13.31,FP325331.1,ENSG00000278881,,,
protein_coding,MNT,17p13.3,MAX network transcriptional repressor,ENSG00000070444,,,
protein_coding,FAM212B,1p13.2,"family with sequence similarity 212, member B",ENSG00000197852,,,
protein_coding,PLEK,2p14,pleckstrin,ENSG00000115956,,,
TR_V_gene,TRGV1,7p14.1,T cell receptor gamma variable 1 (non-functional),ENSG00000211701,,,
protein_coding,ZNF697,1p12,zinc finger protein 697,ENSG00000143067,,,
protein_coding,ZNF711,Xq21.1,zinc finger protein 711,ENSG00000147180,,,
processed_pseudogene,YWHAEP5,2q22.1,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon pseudogene 5",ENSG00000234645,,,
protein_coding,KCNK5,6p21.2,"potassium channel, two pore domain subfamily K, member 5",ENSG00000164626,,,
protein_coding,NUTM2B,10q22.3,NUT family member 2B,ENSG00000188199,true,,
protein_coding,CBX8,17q25.3,chromobox homolog 8,ENSG00000141570,,,
protein_coding,CYP11A1,15q24.1,"cytochrome P450, family 11, subfamily A, polypeptide 1",ENSG00000140459,,,
miRNA,MIR548I1,3q21.2,microRNA 548i-1,ENSG00000221737,,,
protein_coding,SPDL1,5q35.1,spindle apparatus coiled-coil protein 1,ENSG00000040275,,,
lincRNA,LINC01116,2q31.1,long intergenic non-protein coding RNA 1116,ENSG00000163364,,,
transcribed_unprocessed_pseudogene,MRPS31P5,13q14.3,mitochondrial ribosomal protein S31 pseudogene 5,ENSG00000243406,,,
protein_coding,PPAP2B,1p32.2,phosphatidic acid phosphatase type 2B,ENSG00000162407,,,
protein_coding,LUC7L2,7q34,LUC7-like 2 (S. cerevisiae),ENSG00000269955,,,
protein_coding,NUDT8,11q13.2,nudix (nucleoside diphosphate linked moiety X)-type motif 8,ENSG00000167799,,,
lincRNA,RP11-143J24.1,15q13.2,RP11-143J24.1,ENSG00000259647,,,
lincRNA,C11orf39,11q25,chromosome 11 open reading frame 39,ENSG00000224795,,,
protein_coding,BIVM-ERCC5,13q33.1,BIVM-ERCC5 readthrough,ENSG00000270181,,,
protein_coding,OR10H1,19p13.12,"olfactory receptor, family 10, subfamily H, member 1",ENSG00000186723,,,
protein_coding,OR2A7,7q35,"olfactory receptor, family 2, subfamily A, member 7",ENSG00000243896,,,
protein_coding,PRPS1,Xq22.3,phosphoribosyl pyrophosphate synthetase 1,ENSG00000147224,,,
processed_pseudogene,AC004987.10,7p14.1,AC004987.10,ENSG00000231198,,,
protein_coding,TMCO2,1p34.2,transmembrane and coiled-coil domains 2,ENSG00000188800,,,
protein_coding,PRM1,16p13.13,protamine 1,ENSG00000175646,,,
protein_coding,SOX8,16p13.3,SRY (sex determining region Y)-box 8,ENSG00000005513,,,
protein_coding,C10orf76,10q24.32,chromosome 10 open reading frame 76,ENSG00000120029,,,
protein_coding,MRPL4,19p13.2,mitochondrial ribosomal protein L4,ENSG00000105364,,,
protein_coding,SMAD2,18q21.1,SMAD family member 2,ENSG00000175387,true,,
protein_coding,NR2C2,3p25.1,"nuclear receptor subfamily 2, group C, member 2",ENSG00000177463,,,
protein_coding,KCNJ5,11q24.3,"potassium channel, inwardly rectifying subfamily J, member 5",ENSG00000120457,true,,
protein_coding,CHD1,5q15,chromodomain helicase DNA binding protein 1,ENSG00000153922,,5q21.1,
protein_coding,AES,19p13.3,amino-terminal enhancer of split,ENSG00000104964,,,
lincRNA,LLNLR-249E10.1,19p13.12,LLNLR-249E10.1,ENSG00000268673,,,
processed_pseudogene,AC068538.2,2q11.2,AC068538.2,ENSG00000204637,,,
protein_coding,SPINT4,20q13.12,"serine peptidase inhibitor, Kunitz type 4",ENSG00000149651,,,
protein_coding,NARFL,16p13.3,nuclear prelamin A recognition factor-like,ENSG00000103245,,,
protein_coding,GNAI2,3p21.31,"guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2",ENSG00000114353,,,
protein_coding,ITGB1BP1,2p25.1,integrin beta 1 binding protein 1,ENSG00000119185,,,
protein_coding,SLX1A,16p11.2,SLX1 structure-specific endonuclease subunit homolog A (S. cerevisiae),ENSG00000132207,,,
transcribed_processed_pseudogene,PPP1R2P1,6p21.32,"protein phosphatase 1, regulatory (inhibitor) subunit 2 pseudogene 1",ENSG00000234515,,,
protein_coding,AP005242.1,18p11.21,AP005242.1,ENSG00000278923,,,
protein_coding,RAB33A,Xq26.1,"RAB33A, member RAS oncogene family",ENSG00000134594,,,
protein_coding,KIF1B,1p36.22,kinesin family member 1B,ENSG00000054523,,,
protein_coding,PIGU,20q11.22,"phosphatidylinositol glycan anchor biosynthesis, class U",ENSG00000101464,,,
protein_coding,UBE2Q1,1q21.3,ubiquitin-conjugating enzyme E2Q family member 1,ENSG00000160714,,,
protein_coding,CACNA1F,Xp11.23,"calcium channel, voltage-dependent, L type, alpha 1F subunit",ENSG00000102001,,,
protein_coding,WDR66,12q24.31,WD repeat domain 66,ENSG00000158023,,,
protein_coding,TRIM59,3q25.33,tripartite motif containing 59,ENSG00000213186,,,
protein_coding,ZNF75A,16p13.3,zinc finger protein 75a,ENSG00000162086,,,
protein_coding,PARM1,4q13.3,prostate androgen-regulated mucin-like protein 1,ENSG00000169116,,,
protein_coding,MYADML2,17q25.3,myeloid-associated differentiation marker-like 2,ENSG00000185105,,,
protein_coding,FAM9A,Xp22.31,"family with sequence similarity 9, member A",ENSG00000183304,,,
protein_coding,ZNF451,6p12.1,zinc finger protein 451,ENSG00000112200,,,
protein_coding,PRRT3,3p25.3,proline-rich transmembrane protein 3,ENSG00000163704,,,
lincRNA,RP11-410N8.4,20q11.21,RP11-410N8.4,ENSG00000204393,,,
protein_coding,GALNT4,12q21.33,polypeptide N-acetylgalactosaminyltransferase 4,ENSG00000257594,,,
protein_coding,LPCAT1,5p15.33,lysophosphatidylcholine acyltransferase 1,ENSG00000153395,,,
protein_coding,SLC35B3,6p24.3,"solute carrier family 35 (adenosine 3'-phospho 5'-phosphosulfate transporter), member B3",ENSG00000124786,,,
protein_coding,COA6,1q42.2,cytochrome c oxidase assembly factor 6,ENSG00000168275,,,
protein_coding,SESN3,11q21,sestrin 3,ENSG00000149212,,,
protein_coding,ARPC3,12q24.11,"actin related protein 2/3 complex, subunit 3, 21kDa",ENSG00000111229,,,
miRNA,MIR424,,microRNA 424,ENSG00000274784,,,
protein_coding,C1orf137,1p13.1,chromosome 1 open reading frame 137,ENSG00000203864,,,
protein_coding,CCL15-CCL14,17q12,CCL15-CCL14 readthrough (NMD candidate),ENSG00000275688,,,
protein_coding,MYSM1,1p32.1,"Myb-like, SWIRM and MPN domains 1",ENSG00000162601,,,
protein_coding,RP3-509I19.11,6q24.1,RP3-509I19.11,ENSG00000279968,,,
protein_coding,KRTAP5-6,11p15.5,keratin associated protein 5-6,ENSG00000205864,,,
protein_coding,C10orf55,10q22.2,chromosome 10 open reading frame 55,ENSG00000222047,,,
protein_coding,CYB5R1,1q32.1,cytochrome b5 reductase 1,ENSG00000159348,,,
transcribed_unprocessed_pseudogene,LINC00674,17q24.2,long intergenic non-protein coding RNA 674,ENSG00000237854,,,
protein_coding,USP9X,Xp11.4,"ubiquitin specific peptidase 9, X-linked",ENSG00000124486,,,
lincRNA,FAM230A,22q11.21,"family with sequence similarity 230, member A",ENSG00000277870,,,
protein_coding,TAAR2,6q23.2,trace amine associated receptor 2,ENSG00000146378,,,
protein_coding,C19orf71,19p13.3,chromosome 19 open reading frame 71,ENSG00000183397,,,
protein_coding,GCC1,7q32.1,GRIP and coiled-coil domain containing 1,ENSG00000179562,,,
protein_coding,TOMM34,20q13.12,translocase of outer mitochondrial membrane 34,ENSG00000025772,,,
protein_coding,HMGCLL1,6p12.1,3-hydroxymethyl-3-methylglutaryl-CoA lyase-like 1,ENSG00000146151,,,
protein_coding,SRGAP2C,1p11.2,SLIT-ROBO Rho GTPase activating protein 2C,ENSG00000171943,,,
protein_coding,PDE8B,5q13.3,phosphodiesterase 8B,ENSG00000113231,,,
protein_coding,IL2RB,22q12.3,"interleukin 2 receptor, beta",ENSG00000100385,,,
protein_coding,STX3,11q12.1,syntaxin 3,ENSG00000166900,,,
TR_V_gene,TRAV20,14q11.2,T cell receptor alpha variable 20,ENSG00000211800,,,
protein_coding,SIGLEC7,19q13.41,sialic acid binding Ig-like lectin 7,ENSG00000168995,,,
transcribed_unprocessed_pseudogene,CEP170P1,4q26,centrosomal protein 170kDa pseudogene 1,ENSG00000154608,,,
protein_coding,TNS4,17q21.2,tensin 4,ENSG00000131746,,,
protein_coding,KIF17,1p36.12,kinesin family member 17,ENSG00000117245,,,
transcribed_processed_pseudogene,CTD-2206N4.4,17q12,CTD-2206N4.4,ENSG00000263818,,,
protein_coding,USP50,15q21.2,ubiquitin specific peptidase 50,ENSG00000170236,,,
lincRNA,XXbac-BPG55C20.7,6p11.2,XXbac-BPG55C20.7,ENSG00000225096,,,
protein_coding,CCT5,5p15.2,"chaperonin containing TCP1, subunit 5 (epsilon)",ENSG00000150753,,,
protein_coding,ERLEC1,2p16.2,endoplasmic reticulum lectin 1,ENSG00000068912,,,
processed_pseudogene,H3F3AP5,Xp11.22,"H3 histone, family 3A, pseudogene 5",ENSG00000226881,,,
protein_coding,TNFRSF11A,18q21.33,"tumor necrosis factor receptor superfamily, member 11a, NFKB activator",ENSG00000141655,,,
protein_coding,FAM129A,1q25.3,"family with sequence similarity 129, member A",ENSG00000135842,,,
protein_coding,ERVW-1,7q21.2,"endogenous retrovirus group W, member 1",ENSG00000242950,,,
protein_coding,TMEM234,1p35.2,transmembrane protein 234,ENSG00000160055,,,
protein_coding,POLR3C,1q21.1,polymerase (RNA) III (DNA directed) polypeptide C (62kD),ENSG00000186141,,,
protein_coding,C2CD5,12p12.1,C2 calcium-dependent domain containing 5,ENSG00000111731,,,
protein_coding,SERINC2,1p35.2,serine incorporator 2,ENSG00000168528,,,
protein_coding,MREG,2q35,melanoregulin,ENSG00000118242,,,
protein_coding,TMEM78,1q42.13,transmembrane protein 78,ENSG00000177800,,,
protein_coding,TUBAL3,10p15.1,"tubulin, alpha-like 3",ENSG00000178462,,,
protein_coding,ATPIF1,1p35.3,ATPase inhibitory factor 1,ENSG00000130770,,,
protein_coding,OSCP1,1p34.3,organic solute carrier partner 1,ENSG00000116885,,,
protein_coding,ARL2BP,16q13,ADP-ribosylation factor-like 2 binding protein,ENSG00000102931,,,
protein_coding,EIF2AK2,2p22.2,eukaryotic translation initiation factor 2-alpha kinase 2,ENSG00000055332,,,
protein_coding,MEX3A,1q22,mex-3 RNA binding family member A,ENSG00000254726,,,
protein_coding,DNAJB13,11q13.4,"DnaJ (Hsp40) homolog, subfamily B, member 13",ENSG00000187726,,,
protein_coding,DNTT,10q24.1,DNA nucleotidylexotransferase,ENSG00000107447,,,
protein_coding,SSX3,Xp11.23,"synovial sarcoma, X breakpoint 3",ENSG00000165584,,,
protein_coding,RNF11,1p32.3,ring finger protein 11,ENSG00000123091,,,
protein_coding,SPIC,12q23.2,Spi-C transcription factor (Spi-1/PU.1 related),ENSG00000166211,,,
protein_coding,GPSM1,9q34.3,G-protein signaling modulator 1,ENSG00000160360,,,
transcribed_unprocessed_pseudogene,GTF2H2B,5q13.2,"general transcription factor IIH, polypeptide 2B (pseudogene)",ENSG00000226259,,,
protein_coding,GTF3C2,2p23.3,"general transcription factor IIIC, polypeptide 2, beta 110kDa",ENSG00000115207,,,
unprocessed_pseudogene,ANKRD26P3,13q12.11,ankyrin repeat domain 26 pseudogene 3,ENSG00000237636,,,
protein_coding,HES1,3q29,hes family bHLH transcription factor 1,ENSG00000114315,,,
protein_coding,PGP,16p13.3,phosphoglycolate phosphatase,ENSG00000184207,,,
protein_coding,PFDN2,1q23.3,prefoldin subunit 2,ENSG00000143256,,,
protein_coding,HSPB9,17q21.2,"heat shock protein, alpha-crystallin-related, B9",ENSG00000260325,,,
protein_coding,RC3H1,1q25.1,ring finger and CCCH-type domains 1,ENSG00000135870,,,
protein_coding,GFRA4,20p13,GDNF family receptor alpha 4,ENSG00000125861,,,
protein_coding,KPNA5,6q22.1,karyopherin alpha 5 (importin alpha 6),ENSG00000196911,,,
protein_coding,REC8,14q12,REC8 meiotic recombination protein,ENSG00000100918,,,
protein_coding,AFTPH,2p14,aftiphilin,ENSG00000119844,,,
protein_coding,FBXL13,7q22.1,F-box and leucine-rich repeat protein 13,ENSG00000161040,,,
protein_coding,TMEM150A,2p11.2,transmembrane protein 150A,ENSG00000168890,,,
sense_intronic,RP11-503C24.6,6q27,RP11-503C24.6,ENSG00000224417,,,
protein_coding,CTD-2616J11.11,19q13.41,CTD-2616J11.11,ENSG00000269403,,,
protein_coding,ARHGAP1,11p11.2,Rho GTPase activating protein 1,ENSG00000175220,,,
lincRNA,RP11-402G3.3,9q32,RP11-402G3.3,ENSG00000230601,,,
protein_coding,FAM177B,1q41,"family with sequence similarity 177, member B",ENSG00000197520,,,
protein_coding,KALRN,3q21.1,"kalirin, RhoGEF kinase",ENSG00000160145,,3q21.2,
protein_coding,TMEM185B,2q14.2,transmembrane protein 185B,ENSG00000226479,,,
protein_coding,KCNAB2,1p36.31,"potassium channel, voltage gated subfamily A regulatory beta subunit 2",ENSG00000069424,,,
protein_coding,ANGPTL7,1p36.22,angiopoietin-like 7,ENSG00000171819,,,
protein_coding,GPR152,11q13.2,G protein-coupled receptor 152,ENSG00000175514,,,
