name,cytoband,gene_id,symbol,biotype
"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit d",17q25.1,ENSG00000167863,ATP5H,protein_coding
GDNF-inducible zinc finger protein 1,20p11.21,ENSG00000125812,GZF1,protein_coding
polypyrimidine tract binding protein 1,19p13.3,ENSG00000011304,PTBP1,protein_coding
prostate stem cell antigen,8q24.3,ENSG00000167653,PSCA,protein_coding
paraneoplastic Ma antigen 3,Xq28,ENSG00000183837,PNMA3,protein_coding
ependymin related 1,7p14.1,ENSG00000086289,EPDR1,protein_coding
ubiquitin specific peptidase 17-like family member 22,4p16.1,ENSG00000248933,USP17L22,protein_coding
zinc finger protein 69,19p13.2,ENSG00000198429,ZNF69,protein_coding
"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 4",19q13.33,ENSG00000105559,PLEKHA4,protein_coding
"aldehyde dehydrogenase 1 family, member L2",12q23.3,ENSG00000136010,ALDH1L2,protein_coding
"cerebellar degeneration-related protein 2, 62kDa",16p12.2,ENSG00000140743,CDR2,protein_coding
protocadherin beta 12,5q31.3,ENSG00000120328,PCDHB12,protein_coding
"ribosomal protein, large, P0 pseudogene 2",11q12.2,ENSG00000243742,RPLP0P2,transcribed_processed_pseudogene
RNU7-115P,17q24.1,ENSG00000252242,RNU7-115P,snRNA
"solute carrier family 22 (organic cation transporter), member 3",6q25.3,ENSG00000146477,SLC22A3,protein_coding
"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1",10q26.13,ENSG00000107679,PLEKHA1,protein_coding
cytokine induced apoptosis inhibitor 1,16q21,ENSG00000005194,CIAPIN1,protein_coding
chromosome 22 open reading frame 23,22q13.1,ENSG00000128346,C22orf23,protein_coding
"ROS proto-oncogene 1 , receptor tyrosine kinase",6q22.1,ENSG00000047936,ROS1,protein_coding
ADAM metallopeptidase domain 8,10q26.3,ENSG00000151651,ADAM8,protein_coding
transmembrane protein 151B,6p21.1,ENSG00000178233,TMEM151B,protein_coding
replication termination factor 2 domain containing 1,20q13.31,ENSG00000022277,RTFDC1,protein_coding
G protein-coupled receptor 107,9q34.11,ENSG00000148358,GPR107,protein_coding
transcription elongation factor A (SII)-like 2,Xq22.1,ENSG00000184905,TCEAL2,protein_coding
"proteasome (prosome, macropain) 26S subunit, ATPase, 4",19q13.2,ENSG00000013275,PSMC4,protein_coding
"mal, T-cell differentiation protein-like",2q13,ENSG00000144063,MALL,protein_coding
"cadherin 22, type 2",20q13.12,ENSG00000149654,CDH22,protein_coding
proline rich 20A,13q21.1,ENSG00000204919,PRR20A,protein_coding
chromosome 15 open reading frame 40,15q25.2,ENSG00000169609,C15orf40,protein_coding
chromosome 9 open reading frame 64,9q21.32,ENSG00000165118,C9orf64,protein_coding
stimulated by retinoic acid 13,17q25.3,ENSG00000169689,STRA13,protein_coding
"cytochrome P450, family 2, subfamily R, polypeptide 1",11p15.2,ENSG00000186104,CYP2R1,protein_coding
"synaptosomal-associated protein, 23kDa",15q15.1,ENSG00000092531,SNAP23,protein_coding
signal transducing adaptor family member 2,19p13.3,ENSG00000178078,STAP2,protein_coding
fms-related tyrosine kinase 1,13q12.3,ENSG00000102755,FLT1,protein_coding
XIAP associated factor 1,17p13.1,ENSG00000132530,XAF1,protein_coding
dedicator of cytokinesis 4,7q31.1,ENSG00000128512,DOCK4,protein_coding
transmembrane protein 239,20p13,ENSG00000241690,TMEM239,protein_coding
component of oligomeric golgi complex 3,13q14.13,ENSG00000136152,COG3,protein_coding
zinc finger protein 407,18q22.3,ENSG00000215421,ZNF407,protein_coding
timeless circadian clock,12q13.3,ENSG00000111602,TIMELESS,protein_coding
C2 calcium-dependent domain containing 2,21q22.3,ENSG00000157617,C2CD2,protein_coding
"solute carrier family 17 (vesicular glutamate transporter), member 7",19q13.33,ENSG00000104888,SLC17A7,protein_coding
regulating synaptic membrane exocytosis 3,1p34.2,ENSG00000117016,RIMS3,protein_coding
spexin hormone,12p12.1,ENSG00000134548,SPX,protein_coding
prenylcysteine oxidase 1,2p13.3,ENSG00000116005,PCYOX1,protein_coding
ribosomal protein L38,17q25.1,ENSG00000172809,RPL38,protein_coding
interferon-induced protein with tetratricopeptide repeats 1,10q23.31,ENSG00000185745,IFIT1,protein_coding
ADP-ribosylation factor 5,7q32.1,ENSG00000004059,ARF5,protein_coding
zinc finger protein 132,19q13.43,ENSG00000131849,ZNF132,protein_coding
NME/NM23 family member 5,5q31.2,ENSG00000112981,NME5,protein_coding
"membrane-spanning 4-domains, subfamily A, member 6E",11q12.2,ENSG00000166926,MS4A6E,protein_coding
"histone cluster 1, H2bb",6p22.2,ENSG00000276410,HIST1H2BB,protein_coding
zinc finger protein 541,19q13.33,ENSG00000118156,ZNF541,protein_coding
SDE2 telomere maintenance homolog (S. pombe),1q42.12,ENSG00000143751,SDE2,protein_coding
kinesin family member 15,3p21.31,ENSG00000163808,KIF15,protein_coding
"keratin 14, type I",17q21.2,ENSG00000186847,KRT14,protein_coding
"RAB19, member RAS oncogene family",7q34,ENSG00000146955,RAB19,protein_coding
matrilin 4,20q13.12,ENSG00000124159,MATN4,protein_coding
ankyrin repeat and sterile alpha motif domain containing 6,9q22.33,ENSG00000165138,ANKS6,protein_coding
two pore segment channel 1,12q24.13,ENSG00000186815,TPCN1,protein_coding
"protein inhibitor of activated STAT, 2",18q21.1,ENSG00000078043,PIAS2,protein_coding
"zinc finger, CCHC domain containing 14",16q24.2,ENSG00000140948,ZCCHC14,protein_coding
zinc finger protein 583,19q13.43,ENSG00000198440,ZNF583,protein_coding
contactin 5,11q22.1,ENSG00000149972,CNTN5,protein_coding
"solute carrier family 25 (carnitine/acylcarnitine translocase), member 20",3p21.31,ENSG00000178537,SLC25A20,protein_coding
long intergenic non-protein coding RNA 933,15q25.2,ENSG00000259728,LINC00933,transcribed_unprocessed_pseudogene
"olfactory receptor, family 2, subfamily T, member 10",1q44,ENSG00000184022,OR2T10,protein_coding
spermatogenesis associated 13,13q12.12,ENSG00000182957,SPATA13,protein_coding
Rho guanine nucleotide exchange factor (GEF) 17,11q13.4,ENSG00000110237,ARHGEF17,protein_coding
zinc finger protein 703,8p11.23,ENSG00000183779,ZNF703,protein_coding
"acyl-CoA dehydrogenase family, member 8",11q25,ENSG00000151498,ACAD8,protein_coding
"chaperonin containing TCP1, subunit 2 (beta)",12q15,ENSG00000166226,CCT2,protein_coding
"collagen, type IV, alpha 5",Xq22.3,ENSG00000188153,COL4A5,protein_coding
STX16-NPEPL1 readthrough (NMD candidate),20q13.32,ENSG00000254995,STX16-NPEPL1,protein_coding
"tumor necrosis factor, alpha-induced protein 1 (endothelial)",17q11.2,ENSG00000109079,TNFAIP1,protein_coding
T-cell leukemia/lymphoma 1B,14q32.13,ENSG00000213231,TCL1B,protein_coding
"NADH dehydrogenase (ubiquinone) flavoprotein 3, 10kDa",21q22.3,ENSG00000160194,NDUFV3,protein_coding
"ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C1",8q22.3,ENSG00000155097,ATP6V1C1,protein_coding
"olfactory receptor, family 11, subfamily H, member 12",14q11.2,ENSG00000257115,OR11H12,protein_coding
X-linked Kx blood group,Xp21.1,ENSG00000047597,XK,protein_coding
tetraspanin 7,Xp11.4,ENSG00000156298,TSPAN7,protein_coding
"presenilin associated, rhomboid-like",3q27.1,ENSG00000175193,PARL,protein_coding
BCL2/adenovirus E1B 19kDa interacting protein 3 pseudogene 1,14q12,ENSG00000197358,BNIP3P1,transcribed_processed_pseudogene
G protein-coupled receptor 21,9q33.2,ENSG00000188394,GPR21,protein_coding
GATS protein-like 2,7q11.23,ENSG00000274070,GATSL2,protein_coding
ovo-like zinc finger 1,11q13.1,ENSG00000172818,OVOL1,protein_coding
THAP domain containing 11,16q22.1,ENSG00000168286,THAP11,protein_coding
"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D",9q22.2,ENSG00000187764,SEMA4D,protein_coding
regulated endocrine-specific protein 18,2q35,ENSG00000182698,RESP18,protein_coding
AC253572.1,,ENSG00000278882,AC253572.1,protein_coding
"family with sequence similarity 216, member B",13q14.11,ENSG00000179813,FAM216B,protein_coding
zinc finger protein 804A,2q32.1,ENSG00000170396,ZNF804A,protein_coding
IGF-like family receptor 1,19q13.12,ENSG00000126246,IGFLR1,protein_coding
N-terminal EF-hand calcium binding protein 2,16q23.3,ENSG00000103154,NECAB2,protein_coding
distal-less homeobox 1,2q31.1,ENSG00000144355,DLX1,protein_coding
nardilysin (N-arginine dibasic convertase),1p32.3,ENSG00000078618,NRD1,protein_coding
nanos homolog 1 (Drosophila),10q26.11,ENSG00000188613,NANOS1,protein_coding
"origin recognition complex, subunit 1",1p32.3,ENSG00000085840,ORC1,protein_coding
"protein tyrosine phosphatase, non-receptor type 18 (brain-derived)",2q21.1,ENSG00000072135,PTPN18,protein_coding
heterogeneous nuclear ribonucleoprotein C-like 1,1p36.21,ENSG00000179172,HNRNPCL1,protein_coding
zinc finger protein 98,19p12,ENSG00000197360,ZNF98,protein_coding
PAP associated domain containing 5,16q12.1,ENSG00000121274,PAPD5,protein_coding
vacuolar protein sorting 51 homolog (S. cerevisiae),11q13.1,ENSG00000149823,VPS51,protein_coding
protein interacting with cyclin A1,17q11.2,ENSG00000167525,PROCA1,protein_coding
bone morphogenetic protein 2,20p12.3,ENSG00000125845,BMP2,protein_coding
"histidyl-tRNA synthetase 2, mitochondrial",5q31.3,ENSG00000112855,HARS2,protein_coding
LY6/PLAUR domain containing 3,19q13.31,ENSG00000124466,LYPD3,protein_coding
staphylococcal nuclease and tudor domain containing 1,7q32.1,ENSG00000197157,SND1,protein_coding
kinesin family member 1A,2q37.3,ENSG00000130294,KIF1A,protein_coding
"DnaJ (Hsp40) homolog, subfamily B, member 5",9p13.3,ENSG00000137094,DNAJB5,protein_coding
synaptotagmin XVII,16p12.3,ENSG00000103528,SYT17,protein_coding
phosphoenolpyruvate carboxykinase 2 (mitochondrial),14q11.2,ENSG00000100889,PCK2,protein_coding
"B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB",5q13.2,ENSG00000145734,BDP1,protein_coding
"olfactory receptor, family 5, subfamily W, member 2",11q12.1,ENSG00000187612,OR5W2,protein_coding
male-specific lethal 2 homolog (Drosophila),3q22.3,ENSG00000174579,MSL2,protein_coding
pyrroline-5-carboxylate reductase-like,8q24.3,ENSG00000104524,PYCRL,protein_coding
"olfactory receptor, family 6, subfamily V, member 1",7q34,ENSG00000225781,OR6V1,protein_coding
endothelin converting enzyme 2,3q27.1,ENSG00000145194,ECE2,protein_coding
myeloid-associated differentiation marker,19q13.42,ENSG00000179820,MYADM,protein_coding
"taste receptor, type 2, member 10",12p13.2,ENSG00000121318,TAS2R10,protein_coding
fibronectin 1,2q35,ENSG00000115414,FN1,protein_coding
"purinergic receptor P2X, ligand gated ion channel, 3",11q12.1,ENSG00000109991,P2RX3,protein_coding
tudor domain containing 1,10q25.3,ENSG00000095627,TDRD1,protein_coding
"membrane protein, palmitoylated 4 (MAGUK p55 subfamily member 4)",2q33.1,ENSG00000082126,MPP4,protein_coding
ecotropic viral integration site 5,1p22.1,ENSG00000067208,EVI5,protein_coding
"protein phosphatase 1, regulatory subunit 3E",14q11.2,ENSG00000235194,PPP1R3E,protein_coding
SET-like protein,1p22.1,ENSG00000230667,SETSIP,protein_coding
"SPC25, NDC80 kinetochore complex component",2q24.3,ENSG00000152253,SPC25,protein_coding
ssu-2 homolog (C. elegans),3p25.3,ENSG00000125046,SSUH2,protein_coding
kin of IRRE like 3 (Drosophila),11q24.2,ENSG00000149571,KIRREL3,protein_coding
cystatin S,20p11.21,ENSG00000101441,CST4,protein_coding
VMA21 vacuolar H+-ATPase homolog (S. cerevisiae),Xq28,ENSG00000160131,VMA21,protein_coding
abhydrolase domain containing 11,7q11.23,ENSG00000106077,ABHD11,protein_coding
KIAA0391,14q13.2,ENSG00000258790,KIAA0391,protein_coding
zinc finger protein 354A,5q35.3,ENSG00000169131,ZNF354A,protein_coding
tensin 2,12q13.13,ENSG00000111077,TNS2,protein_coding
CD81 antisense RNA 1,11p15.5,ENSG00000238184,CD81-AS1,antisense
"dynein, axonemal, heavy chain 10",12q24.31,ENSG00000197653,DNAH10,protein_coding
desmocollin 2,18q12.1,ENSG00000134755,DSC2,protein_coding
"defensin, beta 126",20p13,ENSG00000125788,DEFB126,protein_coding
RAD18 E3 ubiquitin protein ligase,3p25.3,ENSG00000070950,RAD18,protein_coding
"transmembrane protease, serine 7",3q13.2,ENSG00000176040,TMPRSS7,protein_coding
"troponin I type 2 (skeletal, fast)",11p15.5,ENSG00000130598,TNNI2,protein_coding
AC011525.2,19q12,ENSG00000261400,AC011525.2,lincRNA
LINC01595,19q13.33,ENSG00000259108,LINC01595,lincRNA
ATP/GTP binding protein-like 4,1p33,ENSG00000186094,AGBL4,protein_coding
proline-rich protein BstNI subfamily 3,12p13.2,ENSG00000197870,PRB3,protein_coding
serum amyloid A2,11p15.1,ENSG00000134339,SAA2,protein_coding
cytochrome c oxidase assembly factor 1 homolog (S. cerevisiae),7p13,ENSG00000106603,COA1,protein_coding
KRAB-A domain containing 1,7q36.1,ENSG00000133619,KRBA1,protein_coding
intraflagellar transport 52,20q13.12,ENSG00000101052,IFT52,protein_coding
oligosaccharyltransferase complex subunit (non-catalytic),4q25,ENSG00000198856,OSTC,protein_coding
doublesex and mab-3 related transcription factor 1,9p24.3,ENSG00000137090,DMRT1,protein_coding
SH3-domain kinase binding protein 1,Xp22.12,ENSG00000147010,SH3KBP1,protein_coding
"aldo-keto reductase family 1, member C6, pseudogene",10p15.1,ENSG00000151631,AKR1C6P,unprocessed_pseudogene
glutathione S-transferase kappa 1,7q34,ENSG00000197448,GSTK1,protein_coding
tumor protein p53 binding protein 2,1q41,ENSG00000143514,TP53BP2,protein_coding
CD163 molecule-like 1,12p13.31,ENSG00000177675,CD163L1,protein_coding
"acyl-CoA dehydrogenase, C-4 to C-12 straight chain",1p31.1,ENSG00000117054,ACADM,protein_coding
nucleosome assembly protein 1-like 1,12q21.2,ENSG00000187109,NAP1L1,protein_coding
"NLR family, pyrin domain containing 14",11p15.4,ENSG00000158077,NLRP14,protein_coding
amidohydrolase domain containing 2,16p13.3,ENSG00000162066,AMDHD2,protein_coding
APAF1 interacting protein,11p13,ENSG00000149089,APIP,protein_coding
decapping exoribonuclease,6p21.33,ENSG00000204348,DXO,protein_coding
tau tubulin kinase 1,6p21.1,ENSG00000146216,TTBK1,protein_coding
mitochondrial intermediate peptidase,13q12.12,ENSG00000027001,MIPEP,protein_coding
trinucleotide repeat containing 18,7p22.1,ENSG00000182095,TNRC18,protein_coding
sperm-tail PG-rich repeat containing 1,1p36.11,ENSG00000001460,STPG1,protein_coding
ribonucleic acid export 1,20q13.31,ENSG00000101146,RAE1,protein_coding
chloride intracellular channel 5,6p21.1,ENSG00000112782,CLIC5,protein_coding
zinc finger and BTB domain containing 6,9q33.2,ENSG00000186130,ZBTB6,protein_coding
"aldehyde dehydrogenase 6 family, member A1",14q24.3,ENSG00000119711,ALDH6A1,protein_coding
"ST6 beta-galactosamide alpha-2,6-sialyltranferase 2",2q12.3,ENSG00000144057,ST6GAL2,protein_coding
"phosphatidylinositol-specific phospholipase C, X domain containing 1",Xp22.33,ENSG00000182378,PLCXD1,protein_coding
RAB3A interacting protein (rabin3)-like 1,11q12.2,ENSG00000167994,RAB3IL1,protein_coding
DEAD (Asp-Glu-Ala-Asp) box polypeptide 10,11q22.3,ENSG00000178105,DDX10,protein_coding
myosin XVIIIA,17q11.2,ENSG00000196535,MYO18A,protein_coding
"ATPase, Ca++ transporting, type 2C, member 2",16q24.1,ENSG00000064270,ATP2C2,protein_coding
runt-related transcription factor 2,6p21.1,ENSG00000124813,RUNX2,protein_coding
caseinolytic mitochondrial matrix peptidase proteolytic subunit,19p13.3,ENSG00000125656,CLPP,protein_coding
alanyl-tRNA synthetase,16q22.1,ENSG00000090861,AARS,protein_coding
"insulin-like growth factor binding protein, acid labile subunit",16p13.3,ENSG00000099769,IGFALS,protein_coding
"solute carrier family 16 (monocarboxylate transporter), member 1",1p13.2,ENSG00000155380,SLC16A1,protein_coding
"zinc finger, CW type with PWWP domain 1",7q22.1,ENSG00000078487,ZCWPW1,protein_coding
"ELK1, member of ETS oncogene family",Xp11.23,ENSG00000126767,ELK1,protein_coding
SAP30-like,5q33.2,ENSG00000164576,SAP30L,protein_coding
zinc finger protein 84,12q24.33,ENSG00000198040,ZNF84,protein_coding
long intergenic non-protein coding RNA 1556,6p22.1,ENSG00000204709,LINC01556,lincRNA
macrophage stimulating 1-like,1p36.13,ENSG00000186715,MST1L,transcribed_unprocessed_pseudogene
"C-type lectin domain family 19, member A",16p12.3,ENSG00000261210,CLEC19A,protein_coding
"sulfotransferase family, cytosolic, 1C, member 3",2q12.3,ENSG00000196228,SULT1C3,protein_coding
microRNA 323a,14q32.31,ENSG00000199069,MIR323A,miRNA
microRNA 30c-2,6q13,ENSG00000199094,MIR30C2,miRNA
"ankyrin repeat and SOCS box containing 11, E3 ubiquitin protein ligase",Xp22.2,ENSG00000165192,ASB11,protein_coding
microRNA 512-1,19q13.42,ENSG00000207645,MIR512-1,miRNA
hyaluronan binding protein 2,10q25.3,ENSG00000148702,HABP2,protein_coding
transmembrane protein 74,8q23.1,ENSG00000164841,TMEM74,protein_coding
vomeronasal 1 receptor 4,19q13.42,ENSG00000228567,VN1R4,protein_coding
PAX3 and PAX7 binding protein 1,21q22.11,ENSG00000159086,PAXBP1,protein_coding
"small nucleolar RNA, C/D box 115-35",15q11.2,ENSG00000201992,SNORD115-35,snoRNA
ladybird homeobox 2,2p13.1,ENSG00000179528,LBX2,protein_coding
transmembrane protein 247,2p21,ENSG00000187600,TMEM247,protein_coding
UBX domain protein 6,19p13.3,ENSG00000167671,UBXN6,protein_coding
KIAA0586,14q23.1,ENSG00000100578,KIAA0586,protein_coding
RP11-467L19.14,15q11.2,ENSG00000279628,RP11-467L19.14,TEC
COBW domain containing 3,9q21.11,ENSG00000196873,CBWD3,protein_coding
scleraxis basic helix-loop-helix transcription factor,8q24.3,ENSG00000260428,SCX,protein_coding
tubulin folding cofactor A,5q14.1,ENSG00000171530,TBCA,protein_coding
dehydrogenase/reductase (SDR family) member 9,2q31.1,ENSG00000073737,DHRS9,protein_coding
transmembrane 6 superfamily member 1,15q25.2,ENSG00000136404,TM6SF1,protein_coding
immunoglobulin lambda variable 5-45,22q11.22,ENSG00000211650,IGLV5-45,IG_V_gene
hexokinase 2,2p12,ENSG00000159399,HK2,protein_coding
tescalcin,12q24.22,ENSG00000088992,TESC,protein_coding
tubulin tyrosine ligase-like family member 3,3p25.3,ENSG00000214021,TTLL3,protein_coding
G antigen 12C,Xp11.23,ENSG00000237671,GAGE12C,protein_coding
high density lipoprotein binding protein,2q37.3,ENSG00000115677,HDLBP,protein_coding
ankyrin repeat and SOCS box containing 15,7q31.32,ENSG00000146809,ASB15,protein_coding
"solute carrier family 33 (acetyl-CoA transporter), member 1",3q25.31,ENSG00000169359,SLC33A1,protein_coding
PDZ and LIM domain 4,5q31.1,ENSG00000131435,PDLIM4,protein_coding
teneurin transmembrane protein 1,Xq25,ENSG00000009694,TENM1,protein_coding
contactin associated protein-like 3B,9p11.2,ENSG00000154529,CNTNAP3B,protein_coding
"protein phosphatase 2, regulatory subunit B', alpha",1q32.3,ENSG00000066027,PPP2R5A,protein_coding
chromosome 2 open reading frame 74,2p15,ENSG00000237651,C2orf74,protein_coding
transthyretin,18q12.1,ENSG00000118271,TTR,protein_coding
sialophorin,16p11.2,ENSG00000197471,SPN,protein_coding
DIM1 dimethyladenosine transferase 1 homolog (S. cerevisiae),5q12.1,ENSG00000086189,DIMT1,protein_coding
"olfactory receptor, family 2, subfamily D, member 3",11p15.4,ENSG00000178358,OR2D3,protein_coding
chromosome 10 open reading frame 62,10q24.2,ENSG00000203942,C10orf62,protein_coding
neurofascin,1q32.1,ENSG00000163531,NFASC,protein_coding
ets variant 1,7p21.2,ENSG00000006468,ETV1,protein_coding
ubiquitin specific peptidase 8,15q21.2,ENSG00000138592,USP8,protein_coding
