name,cytoband,symbol,gene_id,biotype
myotubularin related protein 8,Xq11.2,MTMR8,ENSG00000102043,protein_coding
polycomb group ring finger 6,10q24.33,PCGF6,ENSG00000156374,protein_coding
"protein phosphatase 1, regulatory subunit 15B",1q32.1,PPP1R15B,ENSG00000158615,protein_coding
"phosphofructokinase, platelet",10p15.2,PFKP,ENSG00000067057,protein_coding
"mannosidase, alpha, class 2A, member 1",5q21.3,MAN2A1,ENSG00000112893,protein_coding
heat shock 70kD protein 12B,20p13,HSPA12B,ENSG00000132622,protein_coding
"calmodulin 2 (phosphorylase kinase, delta)",2p21,CALM2,ENSG00000143933,protein_coding
"ATPase, aminophospholipid transporter, class I, type 8B, member 2",1q21.3,ATP8B2,ENSG00000143515,protein_coding
"ATPase, Ca++ transporting, ubiquitous",17p13.2,ATP2A3,ENSG00000074370,protein_coding
transmembrane protein 135,11q14.2,TMEM135,ENSG00000166575,protein_coding
dehydrogenase/reductase (SDR family) member 4 like 2,14q11.2,DHRS4L2,ENSG00000187630,protein_coding
zinc finger protein 331,19q13.42,ZNF331,ENSG00000130844,protein_coding
urocortin 2,3p21.31,UCN2,ENSG00000145040,protein_coding
"short chain dehydrogenase/reductase family 9C, member 7",12q13.3,SDR9C7,ENSG00000170426,protein_coding
"phosphodiesterase 1C, calmodulin-dependent 70kDa",7p14.3,PDE1C,ENSG00000154678,protein_coding
"tripartite motif containing 63, E3 ubiquitin protein ligase",1p36.11,TRIM63,ENSG00000158022,protein_coding
"cleavage and polyadenylation specific factor 3, 73kDa",2p25.1,CPSF3,ENSG00000119203,protein_coding
"SLIT and NTRK-like family, member 1",13q31.1,SLITRK1,ENSG00000178235,protein_coding
leucine rich repeat containing 36,16q22.1,LRRC36,ENSG00000159708,protein_coding
tight junction protein 2,9q21.11,TJP2,ENSG00000119139,protein_coding
zinc finger protein 468,19q13.41,ZNF468,ENSG00000204604,protein_coding
proline-rich coiled-coil 1,5q23.2,PRRC1,ENSG00000164244,protein_coding
N-acetyltransferase 6 (GCN5-related),3p21.31,NAT6,ENSG00000243477,protein_coding
C15orf38-AP3S2 readthrough,15q26.1,C15orf38-AP3S2,ENSG00000250021,protein_coding
protocadherin beta 3,5q31.3,PCDHB3,ENSG00000113205,protein_coding
"olfactory receptor, family 4, subfamily L, member 1",14q11.2,OR4L1,ENSG00000176246,protein_coding
"MIT, microtubule interacting and transport, domain containing 1",2q11.2,MITD1,ENSG00000158411,protein_coding
LMBR1 domain containing 2,5p13.2,LMBRD2,ENSG00000164187,protein_coding
DEAD (Asp-Glu-Ala-Asp) box polypeptide 49,19p13.11,DDX49,ENSG00000105671,protein_coding
zinc finger protein 157,Xp11.3,ZNF157,ENSG00000147117,protein_coding
nuclear receptor corepressor 1,17p12,NCOR1,ENSG00000141027,protein_coding
interleukin 27,16p12.1,IL27,ENSG00000197272,protein_coding
matrix metallopeptidase 23B,1p36.33,MMP23B,ENSG00000189409,protein_coding
phospholysine phosphohistidine inorganic pyrophosphate phosphatase,10q26.13,LHPP,ENSG00000107902,protein_coding
"family with sequence similarity 101, member B",17p13.3,FAM101B,ENSG00000183688,protein_coding
"cytochrome P450, family 2, subfamily A, polypeptide 13",19q13.2,CYP2A13,ENSG00000197838,protein_coding
leukocyte-associated immunoglobulin-like receptor 2,19q13.42,LAIR2,ENSG00000167618,protein_coding
E74-like factor 4 (ets domain transcription factor),Xq26.1,ELF4,ENSG00000102034,protein_coding
secernin 1,7p14.3,SCRN1,ENSG00000136193,protein_coding
"protein geranylgeranyltransferase type I, beta subunit",5q22.3,PGGT1B,ENSG00000164219,protein_coding
"docking protein 2, 56kDa",8p21.3,DOK2,ENSG00000147443,protein_coding
CD247 molecule,1q24.2,CD247,ENSG00000198821,protein_coding
chromosome X open reading frame 21,Xp21.2,CXorf21,ENSG00000120280,protein_coding
ribosomal protein S28,19p13.2,RPS28,ENSG00000233927,protein_coding
"retinol binding protein 1, cellular",3q23,RBP1,ENSG00000114115,protein_coding
long intergenic non-protein coding RNA 1118,2p21,LINC01118,ENSG00000222005,lincRNA
"complement component 1, q subcomponent binding protein",17p13.2,C1QBP,ENSG00000108561,protein_coding
DEAD (Asp-Glu-Ala-Asp) box polypeptide 18,2q14.1,DDX18,ENSG00000088205,protein_coding
GRB2-related adaptor protein,17p11.2,GRAP,ENSG00000154016,protein_coding
mitochondrial ribosomal protein S18B,6p21.33,MRPS18B,ENSG00000204568,protein_coding
"immunoglobulin superfamily, member 23",19q13.31,IGSF23,ENSG00000216588,protein_coding
RNA binding motif protein 8A,1q21.1,RBM8A,ENSG00000265241,protein_coding
NFAT activating protein with ITAM motif 1,22q13.2,NFAM1,ENSG00000235568,protein_coding
BRCA1 associated protein-1 (ubiquitin carboxy-terminal hydrolase),3p21.1,BAP1,ENSG00000163930,protein_coding
GH3 domain containing,17q21.2,GHDC,ENSG00000167925,protein_coding
"Yip1 domain family, member 1",1p32.3,YIPF1,ENSG00000058799,protein_coding
AC104981.1,17q25.3,AC104981.1,ENSG00000278938,protein_coding
kelch-like family member 15,Xp22.11,KLHL15,ENSG00000174010,protein_coding
"secretion associated, Ras related GTPase 1B",5q31.1,SAR1B,ENSG00000152700,protein_coding
"Werner syndrome, RecQ helicase-like",8p12,WRN,ENSG00000165392,protein_coding
collagen beta(1-O)galactosyltransferase 2,1q25.3,COLGALT2,ENSG00000198756,protein_coding
mesothelin-like,16p13.3,MSLNL,ENSG00000162006,protein_coding
EWS RNA-binding protein 1,22q12.2,EWSR1,ENSG00000182944,protein_coding
cell division cycle 27,17q21.32,CDC27,ENSG00000004897,protein_coding
leucine-zipper-like transcription regulator 1,22q11.21,LZTR1,ENSG00000099949,protein_coding
RP11-345J4.5,16p11.2,RP11-345J4.5,ENSG00000261740,protein_coding
"pregnancy specific beta-1-glycoprotein 10, pseudogene",19q13.2,PSG10P,ENSG00000248257,transcribed_unprocessed_pseudogene
Kruppel-like factor 2,19p13.11,KLF2,ENSG00000127528,protein_coding
"lymphocyte antigen 6 complex, locus G6C",6p21.33,LY6G6C,ENSG00000204421,protein_coding
Y_RNA,7q11.23,Y_RNA,ENSG00000201282,misc_RNA
"olfactory receptor, family 2, subfamily M, member 2",1q44,OR2M2,ENSG00000198601,protein_coding
aquaporin 3 (Gill blood group),9p13.3,AQP3,ENSG00000165272,protein_coding
RNA binding motif protein 17,10p15.1,RBM17,ENSG00000134453,protein_coding
"lectin, galactoside-binding, soluble, 3",14q22.3,LGALS3,ENSG00000131981,protein_coding
phospholipase C-like 2,3p24.3,PLCL2,ENSG00000154822,protein_coding
"Cbl proto-oncogene, E3 ubiquitin protein ligase",11q23.3,CBL,ENSG00000110395,protein_coding
chromosome 7 open reading frame 33,7q36.1,C7orf33,ENSG00000170279,protein_coding
RP1-37E16.12,22q13.1,RP1-37E16.12,ENSG00000100101,protein_coding
patched domain containing 1,Xp22.11,PTCHD1,ENSG00000165186,protein_coding
neuroglobin,14q24.3,NGB,ENSG00000165553,protein_coding
podocan-like 1,19p13.12,PODNL1,ENSG00000132000,protein_coding
transmembrane protein 63B,6p21.1,TMEM63B,ENSG00000137216,protein_coding
stanniocalcin 2,5q35.2,STC2,ENSG00000113739,protein_coding
mitochondrial ribosomal protein L21,11q13.3,MRPL21,ENSG00000197345,protein_coding
"defensin, beta 130",8p23.1,DEFB130,ENSG00000232948,protein_coding
Rap guanine nucleotide exchange factor (GEF) 4,2q31.1,RAPGEF4,ENSG00000091428,protein_coding
"phospholipase D family, member 6",17p11.2,PLD6,ENSG00000179598,protein_coding
Kruppel-like factor 9,9q21.12,KLF9,ENSG00000119138,protein_coding
chromosome 7 open reading frame 50,7p22.3,C7orf50,ENSG00000146540,protein_coding
"solute carrier family 7 (amino acid transporter light chain, L system), member 5 pseudogene 1",16p11.2,SLC7A5P1,ENSG00000260727,unprocessed_pseudogene
"Fanconi anemia, complementation group D2",3p25.3,FANCD2,ENSG00000144554,protein_coding
"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 3, 12kDa",2q33.1,NDUFB3,ENSG00000119013,protein_coding
YME1-like 1 ATPase,10p12.1,YME1L1,ENSG00000136758,protein_coding
"ATP-binding cassette, sub-family B (MDR/TAP), member 1",7q21.12,ABCB1,ENSG00000085563,protein_coding
visual system homeobox 1,20p11.21,VSX1,ENSG00000100987,protein_coding
prostaglandin F2 receptor inhibitor,1p13.1,PTGFRN,ENSG00000134247,protein_coding
"nuclear transcription factor, X-box binding-like 1",4p12,NFXL1,ENSG00000170448,protein_coding
prolactin releasing hormone,2q37.3,PRLH,ENSG00000071677,protein_coding
transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha),6p24.3,TFAP2A,ENSG00000137203,protein_coding
unc-5 homolog A (C. elegans),5q35.2,UNC5A,ENSG00000113763,protein_coding
calmodulin binding transcription activator 2,17p13.2,CAMTA2,ENSG00000108509,protein_coding
"protease, serine, 16 (thymus)",6p22.1,PRSS16,ENSG00000112812,protein_coding
chromosome 11 open reading frame 96,11p11.2,C11orf96,ENSG00000187479,protein_coding
SPACA6P antisense RNA,19q13.41,SPACA6P-AS,ENSG00000269959,lincRNA
"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 1",Xq13.1,CITED1,ENSG00000125931,protein_coding
MORN repeat containing 4,10q24.2,MORN4,ENSG00000171160,protein_coding
anoctamin 7,2q37.3,ANO7,ENSG00000146205,protein_coding
transcription elongation factor A (SII)-like 6,Xq22.1,TCEAL6,ENSG00000204071,protein_coding
zinc finger protein 75D,Xq26.3,ZNF75D,ENSG00000186376,protein_coding
ras homolog family member D,11q13.2,RHOD,ENSG00000173156,protein_coding
prosaposin-like 1 (gene/pseudogene),4p16.1,PSAPL1,ENSG00000178597,protein_coding
"cleavage stimulation factor, 3' pre-RNA, subunit 1, 50kDa",20q13.2,CSTF1,ENSG00000101138,protein_coding
pregnancy specific beta-1-glycoprotein 3,19q13.2,PSG3,ENSG00000221826,protein_coding
E2F transcription factor 3,6p22.3,E2F3,ENSG00000112242,protein_coding
WW domain binding protein 4,13q14.11,WBP4,ENSG00000120688,protein_coding
zinc finger protein 595,4p16.3,ZNF595,ENSG00000272602,protein_coding
hemicentin 2,9q34.11,HMCN2,ENSG00000148357,protein_coding
"zinc finger, DHHC-type containing 18",1p36.11,ZDHHC18,ENSG00000204160,protein_coding
"olfactory receptor, family 10, subfamily Q, member 1",11q12.1,OR10Q1,ENSG00000180475,protein_coding
"phosphodiesterase 6D, cGMP-specific, rod, delta",2q37.1,PDE6D,ENSG00000156973,protein_coding
carbohydrate (N-acetylgalactosamine 4-sulfate 6-O) sulfotransferase 15,10q26.13,CHST15,ENSG00000182022,protein_coding
isocitrate dehydrogenase 3 (NAD+) beta,20p13,IDH3B,ENSG00000101365,protein_coding
V-set and transmembrane domain containing 2B,19q12,VSTM2B,ENSG00000187135,protein_coding
"SPANX family, member N4",Xq27.3,SPANXN4,ENSG00000189326,protein_coding
"solute carrier family 16, member 12",10q23.31,SLC16A12,ENSG00000152779,protein_coding
coiled-coil serine-rich protein 1,4q22.1,CCSER1,ENSG00000184305,protein_coding
"WD repeat domain, phosphoinositide interacting 1",17q24.2,WIPI1,ENSG00000070540,protein_coding
KIAA0513,16q24.1,KIAA0513,ENSG00000135709,protein_coding
"zyg-11 related, cell cycle regulator",9q34.11,ZER1,ENSG00000160445,protein_coding
RP11-613M10.8,9p13.2,RP11-613M10.8,ENSG00000256966,protein_coding
neuronatin,20q11.23,NNAT,ENSG00000053438,protein_coding
"periostin, osteoblast specific factor",13q13.3,POSTN,ENSG00000133110,protein_coding
"guanylate cyclase 1, soluble, alpha 2",11q22.3,GUCY1A2,ENSG00000152402,protein_coding
Fas (TNFRSF6) associated factor 1,1p32.3,FAF1,ENSG00000185104,protein_coding
ephrin-A3,1q21.3,EFNA3,ENSG00000143590,protein_coding
"myosin, light chain 6, alkali, smooth muscle and non-muscle",12q13.2,MYL6,ENSG00000092841,protein_coding
"solute carrier family 9, subfamily A (NHE7, cation proton antiporter 7), member 7",Xp11.3,SLC9A7,ENSG00000065923,protein_coding
"guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 1",7q21.3,GNGT1,ENSG00000127928,protein_coding
"gamma-glutamyl hydrolase (conjugase, folylpolygammaglutamyl hydrolase)",8q12.3,GGH,ENSG00000137563,protein_coding
inositol polyphosphate-5-phosphatase J,22q12.2,INPP5J,ENSG00000185133,protein_coding
fibrillin 1,15q21.1,FBN1,ENSG00000166147,protein_coding
RAS p21 protein activator 4B,7q22.1,RASA4B,ENSG00000170667,protein_coding
microRNA 124-2,8q12.3,MIR124-2,ENSG00000207816,miRNA
diphosphoinositol pentakisphosphate kinase 2,5q21.1,PPIP5K2,ENSG00000145725,protein_coding
"creatine kinase, mitochondrial 1B",15q15.3,CKMT1B,ENSG00000237289,protein_coding
translocase of outer mitochondrial membrane 7 homolog (yeast),7p15.3,TOMM7,ENSG00000196683,protein_coding
ras homolog family member T1,17q11.2,RHOT1,ENSG00000126858,protein_coding
"solute carrier family 22, member 10",11q12.3,SLC22A10,ENSG00000184999,protein_coding
F-box and WD repeat domain containing 10,17p11.2,FBXW10,ENSG00000171931,protein_coding
citrate lyase beta like,13q32.3,CLYBL,ENSG00000125246,protein_coding
translocase of inner mitochondrial membrane 8 homolog B (yeast),11q23.1,TIMM8B,ENSG00000150779,protein_coding
"killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 3",19q13.42,KIR3DL3,ENSG00000242019,protein_coding
chromosome 10 open reading frame 88,10q26.13,C10orf88,ENSG00000119965,protein_coding
F-box and leucine-rich repeat protein 12,19p13.2,FBXL12,ENSG00000127452,protein_coding
immunoglobulin heavy variable 1-18,14q32.33,IGHV1-18,ENSG00000211945,IG_V_gene
cyclin J,10q24.1,CCNJ,ENSG00000107443,protein_coding
chromosome 16 open reading frame 86,16q22.1,C16orf86,ENSG00000159761,protein_coding
PAS domain containing serine/threonine kinase,2q37.3,PASK,ENSG00000115687,protein_coding
zinc finger protein 716,7p11.2,ZNF716,ENSG00000182111,protein_coding
"NADH dehydrogenase (ubiquinone) complex I, assembly factor 7",2p22.2,NDUFAF7,ENSG00000003509,protein_coding
"chymotrypsin-like elastase family, member 3A",1p36.12,CELA3A,ENSG00000142789,protein_coding
endoglin,9q34.11,ENG,ENSG00000106991,protein_coding
zinc finger protein 391,6p22.1,ZNF391,ENSG00000124613,protein_coding
RP5-850E9.3,20p13,RP5-850E9.3,ENSG00000270299,protein_coding
polypeptide N-acetylgalactosaminyltransferase 7,4q34.1,GALNT7,ENSG00000109586,protein_coding
"zinc finger, DHHC-type containing 15",Xq13.3,ZDHHC15,ENSG00000102383,protein_coding
SLIT-ROBO Rho GTPase activating protein 2B,1q21.1,SRGAP2B,ENSG00000196369,protein_coding
heme oxygenase (decycling) 2,16p13.3,HMOX2,ENSG00000103415,protein_coding
AC234582.2,1q22,AC234582.2,ENSG00000279986,protein_coding
hydroxysteroid (17-beta) dehydrogenase 2,16q23.3,HSD17B2,ENSG00000086696,protein_coding
"family with sequence similarity 198, member B",4q32.1,FAM198B,ENSG00000164125,protein_coding
"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2",17q23.2,TANC2,ENSG00000170921,protein_coding
GDNF family receptor alpha like,6p12.1,GFRAL,ENSG00000187871,protein_coding
ring finger protein 103,2p11.2,RNF103,ENSG00000239305,protein_coding
"small nucleolar RNA, C/D box 115-22",15q11.2,SNORD115-22,ENSG00000201326,snoRNA
prostaglandin I2 (prostacyclin) synthase,20q13.13,PTGIS,ENSG00000124212,protein_coding
"TBC1 domain family, member 3K",17q12,TBC1D3K,ENSG00000273513,protein_coding
surfeit 2,9q34.2,SURF2,ENSG00000148291,protein_coding
SHC (Src homology 2 domain containing) transforming protein 3,9q22.1,SHC3,ENSG00000148082,protein_coding
fibronectin type III and ankyrin repeat domains 1,10q26.2,FANK1,ENSG00000203780,protein_coding
"nuclear receptor subfamily 1, group H, member 3",11p11.2,NR1H3,ENSG00000025434,protein_coding
"major histocompatibility complex, class I, C",6p21.33,HLA-C,ENSG00000204525,protein_coding
HERV-H LTR-associating 1,8q24.22,HHLA1,ENSG00000132297,protein_coding
transmembrane protein 72,10q11.21,TMEM72,ENSG00000187783,protein_coding
translocase of inner mitochondrial membrane 9 homolog (yeast),14q23.1,TIMM9,ENSG00000100575,protein_coding
selenoprotein M,22q12.2,SELM,ENSG00000198832,protein_coding
claudin 20,6q25.3,CLDN20,ENSG00000171217,protein_coding
tryptase gamma 1,16p13.3,TPSG1,ENSG00000116176,protein_coding
"family with sequence similarity 78, member B",1q24.1,FAM78B,ENSG00000188859,protein_coding
peroxisomal biogenesis factor 5-like,3q26.33,PEX5L,ENSG00000114757,protein_coding
"zinc finger protein 321, pseudogene",19q13.41,ZNF321P,ENSG00000221874,protein_coding
NK3 homeobox 2,4p15.33,NKX3-2,ENSG00000109705,protein_coding
FERM and PDZ domain containing 1,9p13.2,FRMPD1,ENSG00000070601,protein_coding
coiled-coil domain containing 59,12q21.31,CCDC59,ENSG00000133773,protein_coding
HtrA serine peptidase 2,2p13.1,HTRA2,ENSG00000115317,protein_coding
ubiquitin specific peptidase 39,2p11.2,USP39,ENSG00000168883,protein_coding
"cytochrome P450, family 2, subfamily A, polypeptide 6",19q13.2,CYP2A6,ENSG00000255974,protein_coding
glypican 2,7q22.1,GPC2,ENSG00000213420,protein_coding
ribosomal protein S10,6p21.31,RPS10,ENSG00000124614,protein_coding
mediator complex subunit 15,22q11.21,MED15,ENSG00000099917,protein_coding
mitochondrial ribosomal protein L11,11q13.2,MRPL11,ENSG00000174547,protein_coding
Ca++-dependent secretion activator,3p14.2,CADPS,ENSG00000163618,protein_coding
ariadne homolog 2 opposite strand,3p21.31,ARIH2OS,ENSG00000221883,protein_coding
"olfactory receptor, family 56, subfamily B, member 1",11p15.4,OR56B1,ENSG00000181023,protein_coding
SHANK-associated RH domain interactor,8q24.3,SHARPIN,ENSG00000179526,protein_coding
"ATP-binding cassette, sub-family A (ABC1), member 13",7p12.3,ABCA13,ENSG00000179869,protein_coding
"potassium channel, voltage gated KQT-like subfamily Q, member 5",6q13,KCNQ5,ENSG00000185760,protein_coding
LTV1 ribosome biogenesis factor,6q24.2,LTV1,ENSG00000135521,protein_coding
FK506 binding protein 1C,6q12,FKBP1C,ENSG00000198225,protein_coding
steroid receptor RNA activator 1,5q31.3,SRA1,ENSG00000213523,protein_coding
"olfactory receptor, family 5, subfamily P, member 2",11p15.4,OR5P2,ENSG00000183303,protein_coding
T-box 5,12q24.21,TBX5,ENSG00000089225,protein_coding
calpain 12,19q13.2,CAPN12,ENSG00000182472,protein_coding
small nuclear ribonucleoprotein polypeptide G,2p13.3,SNRPG,ENSG00000143977,protein_coding
ankyrin repeat and sterile alpha motif domain containing 4B,16p12.2,ANKS4B,ENSG00000175311,protein_coding
B-cell linker,10q24.1,BLNK,ENSG00000095585,protein_coding
mitogen-activated protein kinase kinase kinase 4,6q26,MAP3K4,ENSG00000085511,protein_coding
"SPANX family, member N3",Xq27.3,SPANXN3,ENSG00000189252,protein_coding
pancreatic lipase-related protein 2,10q25.3,PNLIPRP2,ENSG00000266200,polymorphic_pseudogene
"platelet-activating factor acetylhydrolase 1b, catalytic subunit 3 (29kDa)",19q13.2,PAFAH1B3,ENSG00000079462,protein_coding
transcription elongation factor A (SII) N-terminal and central domain containing 2,1p32.3,TCEANC2,ENSG00000116205,protein_coding
"defensin, beta 124",20q11.21,DEFB124,ENSG00000180383,protein_coding
polypeptide N-acetylgalactosaminyltransferase 18,11p15.4,GALNT18,ENSG00000110328,protein_coding
adducin 3 (gamma),10q25.1,ADD3,ENSG00000148700,protein_coding
"solute carrier family 14 (urea transporter), member 1 (Kidd blood group)",18q12.3,SLC14A1,ENSG00000141469,protein_coding
"chromatin assembly factor 1, subunit B (p60)",21q22.12,CHAF1B,ENSG00000159259,protein_coding
"phospholipase A2, group XIIB",10q22.1,PLA2G12B,ENSG00000138308,protein_coding
"potassium channel, voltage gated eag related subfamily H, member 2",7q36.1,KCNH2,ENSG00000055118,protein_coding
zinc finger protein 417,19q13.43,ZNF417,ENSG00000173480,protein_coding
